User Num,1
파일 생성 일시,2024-06-26_11-02
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205846,0.01194607,3.140399,0.05350646,0.024496,2.817138,1.776742,0.05539484,2.741866,0.01213356,0.7373599,0.009700215,0.01081567,1.990344,0.01857696,0.0117149,0.003661169,0.0116426,1.327807,0.05443762,0.004616019,1.696589,0.01248047,1.330177,0.001799964,0.004830475,0.006035103,3.671979,2.91052,3.334465,3.231395,5.71424,2.5445,2.242347,2.136057,2.073375,4.874022,2.921884,1.943221,2.276387,0.3450258,1.574707,1.801254,3.790486,2.168563,2.188115,2.493035,3.128983,3.237097,2.490307,2.385348,4.392011,3.555651E-05,0.4523861,2.374763E-06,0.9189616,1.5682E-05,3.990037,0,4.420044,0.9957407,1.921709,1.052277E-05,1.722161E-05,0.6406576,1.815306E-05,3.941056E-05,3.44256E-05,2.434377E-05,1.685741,4.544502E-05,2.257148,4.575116E-05,2.538764E-05,1.170047E-05,2.036375E-05,0.02839654,2.178594,5.446331E-05,0.0001077092,0.8511226,0.01195329,0.5314442,7.188007E-05,0.1838095,7.739716E-05,2.023066E-05,8.392673E-06,0.2736729,4.566232E-05,0.01989862,1.386502E-05,0.02931354,2.241954E-05,0.05646987,1.403082E-05,0.02054153,7.455597E-06,0.008319114,0,4.851791E-05,4.570145E-05,0.2333084,1.586631E-05,4.746459E-05,0.3922702,1.79697E-05,1.88471E-05,1.04911E-05,0.02887739,2.229368E-05,0.1479252,2.664364E-05,0.387245,9.016234E-06,1.866469E-05,1.593294E-05,0,0,2.734975,3.605508,3.420135,6.669998E-05,7.401911E-05,1.711179E-05,1.336382E-05,5.695886E-05,3.562447E-05,8.627924E-05
